id,timestamp,amount,type,category,description,account_balance,business_type,tags
TXN-E47513D75579,2026-04-14T11:57:49,486.74,CREDIT,returns_received,Return from vendor,273427.9,retailer,sale
TXN-E41A1B68F5BE,2026-04-14T12:50:25,175.7,CREDIT,bulk_order,Wholesale order,276002.17,retailer,sale
TXN-4F9CDEA29900,2026-04-14T13:03:18,514.18,CREDIT,bulk_order,Corporate purchase,280706.79,retailer,sale
TXN-7C16A1E82E32,2026-04-14T13:15:38,742.86,CREDIT,returns_received,Supplier credit note,282044.2,retailer,sale
TXN-DFD7BE988B54,2026-04-14T14:02:17,707.29,CREDIT,product_sales,Counter sale,272040.57,retailer,sale
TXN-64C494D2D35C,2026-04-14T14:14:55,365.04,CREDIT,returns_received,Supplier credit note,275826.47,retailer,sale
TXN-6DCB15FD4AED,2026-04-14T14:41:40,674.11,CREDIT,bulk_order,Corporate purchase,272714.68,retailer,sale
TXN-7DE01D1DDB4D,2026-04-14T14:43:00,857.21,DEBIT,utilities,Electricity bill,278612.52,retailer,expense
TXN-ED482EEF25AE,2026-04-14T14:47:53,329.14,CREDIT,bulk_order,Corporate purchase,274077.83,retailer,sale
TXN-61610D0002BF,2026-04-14T15:06:13,629.71,CREDIT,online_sales,Online cart,270235.65,retailer,sale
TXN-0C88D4ACE77B,2026-04-14T15:10:12,580.88,CREDIT,product_sales,Walk-in customer,279159.64,retailer,sale
TXN-F2C8E293D17C,2026-04-14T15:31:50,773.97,CREDIT,returns_received,Supplier credit note,268890.41,retailer,sale
TXN-2A338863171C,2026-04-14T15:41:00,1360.05,DEBIT,marketing,Print marketing,279469.73,retailer,expense
TXN-0B79C003E11E,2026-04-14T16:08:51,701.46,CREDIT,product_sales,In-store sales,276703.63,retailer,sale
TXN-5CBB6A25591A,2026-04-14T16:28:00,1309.79,DEBIT,utilities,Internet bill,281220.21,retailer,expense
TXN-C34C944C61AE,2026-04-14T16:35:50,320.79,CREDIT,product_sales,Counter sale,273748.69,retailer,sale
TXN-AC31B667C4EC,2026-04-14T16:50:00,650.74,CREDIT,returns_received,Supplier credit note,279810.38,retailer,sale
TXN-2A2563FCA79F,2026-04-14T17:05:00,390.43,DEBIT,marketing,Influencer payment,280829.78,retailer,expense
TXN-123C9FF9C106,2026-04-14T17:25:05,485.8,CREDIT,bulk_order,Corporate purchase,282530.0,retailer,sale
TXN-15D6FD83685A,2026-04-14T17:28:31,486.42,CREDIT,online_sales,Shopify order,269605.94,retailer,sale
TXN-5287A4213B88,2026-04-14T17:33:54,639.73,CREDIT,online_sales,Amazon marketplace,278578.76,retailer,sale
TXN-600D790F8AF7,2026-04-14T17:44:39,29.25,CREDIT,online_sales,Website checkout,267509.03,retailer,sale
TXN-B5A551C4575E,2026-04-14T18:55:17,382.23,CREDIT,bulk_order,Corporate purchase,280192.61,retailer,sale
TXN-6DF28AED900A,2026-04-14T19:01:39,594.55,CREDIT,bulk_order,Wholesale order,281301.34,retailer,sale
TXN-5AC7F09F2C40,2026-04-14T19:10:46,821.33,CREDIT,online_sales,Online cart,277524.96,retailer,sale
TXN-AA613837AB23,2026-04-14T19:29:22,325.33,CREDIT,bulk_order,Wholesale order,271333.28,retailer,sale
TXN-6D3CB67AB016,2026-04-14T19:53:51,226.48,CREDIT,product_sales,Counter sale,272941.16,retailer,sale
TXN-962424025551,2026-04-14T20:18:14,439.18,CREDIT,returns_received,Supplier credit note,270674.83,retailer,sale
TXN-AA69A32AE67F,2026-04-15T08:10:51,623.55,CREDIT,returns_received,Supplier credit note,282503.05,retailer,sale
TXN-29DB11B0F80D,2026-04-15T09:08:47,425.13,CREDIT,product_sales,In-store sales,284295.87,retailer,sale
TXN-869DFD4B19D1,2026-04-15T09:52:52,474.88,CREDIT,bulk_order,Wholesale order,283870.74,retailer,sale
TXN-26B9375196BA,2026-04-15T10:05:00,1290.04,DEBIT,inventory_purchase,Stock order #TXN-7511,282558.64,retailer,"expense,inventory_order"
TXN-F6F89F373520,2026-04-15T10:23:11,522.65,CREDIT,returns_received,Return from vendor,283025.7,retailer,sale
TXN-CFBFAFF504D0,2026-04-15T11:18:50,803.94,CREDIT,online_sales,Online cart,280976.97,retailer,sale
TXN-4FF83FE359B3,2026-04-15T11:44:53,607.55,CREDIT,bulk_order,Wholesale order,279576.94,retailer,sale
TXN-442410DE5542,2026-04-15T14:08:27,356.87,CREDIT,online_sales,Website checkout,278969.39,retailer,sale
TXN-45ABCD929113,2026-04-15T14:56:00,563.93,DEBIT,marketing,Google Ads,283848.68,retailer,expense
TXN-57348507712A,2026-04-15T15:17:58,313.62,CREDIT,product_sales,In-store sales,281879.5,retailer,sale
TXN-230E36A60FC5,2026-04-15T15:18:26,371.5,CREDIT,product_sales,In-store sales,285569.56,retailer,sale
TXN-E7279121EE07,2026-04-15T16:36:00,1156.95,DEBIT,inventory_purchase,Stock order #TXN-3832,284412.61,retailer,"expense,inventory_order"
TXN-7E87448834E4,2026-04-15T17:13:16,596.09,CREDIT,bulk_order,Bulk purchase - B2B,280173.03,retailer,sale
TXN-9052B2E55A11,2026-04-15T19:01:40,370.16,CREDIT,online_sales,Website checkout,283395.86,retailer,sale
TXN-422BF4E77603,2026-04-15T19:44:31,697.63,CREDIT,online_sales,Website checkout,284993.5,retailer,sale
TXN-4E39427B5029,2026-04-15T20:56:08,588.91,CREDIT,product_sales,Walk-in customer,281565.88,retailer,sale
TXN-6A399CCBF329,2026-04-15T20:58:37,204.56,CREDIT,returns_received,Supplier credit note,285198.06,retailer,sale
TXN-2BB47DC1C99C,2026-04-16T08:01:00,241.96,DEBIT,logistics,Courier charges,290036.49,retailer,expense
TXN-B65066F1D7BB,2026-04-16T08:16:01,563.9,CREDIT,online_sales,Shopify order,287299.58,retailer,sale
TXN-62A0B7E8F350,2026-04-16T08:25:06,304.87,CREDIT,bulk_order,Corporate purchase,284727.74,retailer,sale
TXN-6B3051538D98,2026-04-16T08:26:21,271.43,CREDIT,bulk_order,Corporate purchase,291627.3,retailer,sale
TXN-E3440E973744,2026-04-16T08:30:21,655.05,CREDIT,bulk_order,Wholesale order,289848.46,retailer,sale
TXN-F9CA3000B5C5,2026-04-16T09:14:42,295.35,CREDIT,returns_received,Supplier credit note,283984.66,retailer,sale
TXN-6CF76B434E31,2026-04-16T10:10:06,544.5,CREDIT,returns_received,Return from vendor,286735.68,retailer,sale
TXN-A7E4EB477F58,2026-04-16T10:28:33,438.21,CREDIT,bulk_order,Corporate purchase,284422.87,retailer,sale
TXN-23EC3C03B10F,2026-04-16T10:33:05,439.46,CREDIT,online_sales,Amazon marketplace,291355.87,retailer,sale
TXN-B530CAB17649,2026-04-16T11:42:08,502.31,CREDIT,bulk_order,Wholesale order,285861.92,retailer,sale
TXN-269AF5A1B4B2,2026-04-16T12:32:00,457.83,DEBIT,utilities,Electricity bill,290278.45,retailer,expense
TXN-40C5F300329F,2026-04-16T14:07:44,516.6,CREDIT,product_sales,Walk-in customer,288450.72,retailer,sale
TXN-691F5546B86D,2026-04-16T14:32:48,242.04,CREDIT,returns_received,Supplier credit note,289193.41,retailer,sale
TXN-F4151747CD32,2026-04-16T15:08:54,823.55,CREDIT,online_sales,Online cart,290916.41,retailer,sale
TXN-C717DCB78784,2026-04-16T15:51:12,279.91,CREDIT,returns_received,Return from vendor,283347.26,retailer,sale
TXN-22DF87115EF9,2026-04-16T16:14:00,891.02,DEBIT,inventory_purchase,Stock order #TXN-6AAB,290736.28,retailer,"expense,inventory_order"
TXN-E97F76604502,2026-04-16T16:21:14,342.05,CREDIT,product_sales,POS transaction,283689.31,retailer,sale
TXN-6BDB9740FE3F,2026-04-16T17:13:47,508.71,CREDIT,bulk_order,Wholesale order,283067.35,retailer,sale
TXN-60FC3D306BB9,2026-04-16T17:46:00,243.97,DEBIT,inventory_purchase,Stock order #TXN-3B56,289792.52,retailer,"expense,inventory_order"
TXN-3A756900E943,2026-04-16T17:50:10,68.61,CREDIT,online_sales,Website checkout,285930.53,retailer,sale
TXN-76C224961F9B,2026-04-16T18:28:00,243.59,CREDIT,product_sales,In-store sales,288951.37,retailer,sale
TXN-08D061CCA19D,2026-04-16T19:11:20,257.06,CREDIT,product_sales,POS transaction,288707.78,retailer,sale
TXN-E6CE25CF855B,2026-04-16T19:14:33,43.3,CREDIT,online_sales,Online cart,287342.88,retailer,sale
TXN-9F662A7FAB85,2026-04-16T19:47:59,631.87,CREDIT,returns_received,Supplier credit note,285359.61,retailer,sale
TXN-339733D817AA,2026-04-16T19:53:59,244.4,CREDIT,returns_received,Supplier credit note,290092.86,retailer,sale
TXN-494753153B66,2026-04-16T20:30:24,260.65,CREDIT,returns_received,Return from vendor,286191.18,retailer,sale
TXN-2EBE9A8B1FDD,2026-04-16T20:48:20,591.24,CREDIT,returns_received,Return from vendor,287934.12,retailer,sale
TXN-FD25ACE40F37,2026-04-17T08:11:31,480.02,CREDIT,product_sales,Walk-in customer,290272.54,retailer,"sale,peak_day"
TXN-1C59EE94F883,2026-04-17T08:38:57,685.24,CREDIT,online_sales,Online cart,304925.42,retailer,"sale,peak_day"
TXN-821BBFE0AF51,2026-04-17T09:11:44,493.71,CREDIT,product_sales,In-store sales,306215.09,retailer,"sale,peak_day"
TXN-419238681F44,2026-04-17T09:18:24,376.9,CREDIT,online_sales,Website checkout,296851.17,retailer,"sale,peak_day"
TXN-86D7F32DD8DA,2026-04-17T09:27:53,732.48,CREDIT,returns_received,Return from vendor,291015.02,retailer,"sale,peak_day"
TXN-7C8B7DC12AD0,2026-04-17T09:59:06,352.49,CREDIT,bulk_order,Bulk purchase - B2B,297203.66,retailer,"sale,peak_day"
TXN-C7765C834AD8,2026-04-17T10:04:28,588.95,CREDIT,returns_received,Return from vendor,298983.51,retailer,"sale,peak_day"
TXN-F65A22F8065C,2026-04-17T10:54:16,291.02,CREDIT,online_sales,Website checkout,296474.27,retailer,"sale,peak_day"
TXN-0128B69C85E7,2026-04-17T10:55:41,230.87,CREDIT,online_sales,Shopify order,304240.18,retailer,"sale,peak_day"
TXN-B0236651CBC8,2026-04-17T11:12:06,384.07,CREDIT,online_sales,Amazon marketplace,297587.73,retailer,"sale,peak_day"
TXN-6CF56052E61B,2026-04-17T11:18:18,433.96,CREDIT,online_sales,Online cart,294907.78,retailer,"sale,peak_day"
TXN-E1DD39CE8344,2026-04-17T11:27:00,259.44,DEBIT,logistics,Shipping cost,304994.03,retailer,expense
TXN-F9BEBA5D1049,2026-04-17T11:40:02,233.98,CREDIT,returns_received,Supplier credit note,301158.69,retailer,"sale,peak_day"
TXN-200EE36B33F0,2026-04-17T11:43:35,518.63,CREDIT,online_sales,Online cart,296183.25,retailer,"sale,peak_day"
TXN-8B4B9F1E0616,2026-04-17T11:45:54,121.97,CREDIT,online_sales,Amazon marketplace,291691.64,retailer,"sale,peak_day"
TXN-6D018DD7847D,2026-04-17T11:56:43,901.67,CREDIT,returns_received,Supplier credit note,293166.79,retailer,"sale,peak_day"
TXN-D49336986A76,2026-04-17T12:01:32,409.32,CREDIT,returns_received,Supplier credit note,305721.38,retailer,"sale,peak_day"
TXN-C3998507A03C,2026-04-17T12:26:06,418.45,CREDIT,online_sales,Amazon marketplace,299401.96,retailer,"sale,peak_day"
TXN-147D30F2F634,2026-04-17T12:31:34,701.45,CREDIT,bulk_order,Bulk purchase - B2B,293868.24,retailer,"sale,peak_day"
TXN-51949A3E95DD,2026-04-17T12:35:00,961.62,DEBIT,maintenance,Equipment maintenance,305253.47,retailer,expense
TXN-0AAE1E72ABAA,2026-04-17T12:45:51,10.0,CREDIT,returns_received,Supplier credit note,290282.54,retailer,"sale,peak_day"
TXN-ED74A2C0C939,2026-04-17T13:43:36,338.92,CREDIT,product_sales,POS transaction,303298.76,retailer,"sale,peak_day"
TXN-085A6133981A,2026-04-17T13:46:08,394.69,CREDIT,online_sales,Website checkout,292265.12,retailer,"sale,peak_day"
TXN-A8F3A29DA186,2026-04-17T14:16:24,517.34,CREDIT,product_sales,Counter sale,303816.1,retailer,"sale,peak_day"
TXN-2645A4D3AD2C,2026-04-17T14:51:41,527.58,CREDIT,online_sales,Shopify order,301686.27,retailer,"sale,peak_day"
TXN-B65F6E75D614,2026-04-17T15:14:34,456.89,CREDIT,online_sales,Online cart,300924.71,retailer,"sale,peak_day"
TXN-49E33353A739,2026-04-17T15:15:55,404.78,CREDIT,returns_received,Return from vendor,302091.05,retailer,"sale,peak_day"
TXN-2D681A1994CA,2026-04-17T15:17:32,619.06,CREDIT,returns_received,Return from vendor,298206.79,retailer,"sale,peak_day"
TXN-B40F051D532D,2026-04-17T15:38:43,339.6,CREDIT,returns_received,Return from vendor,294473.82,retailer,"sale,peak_day"
TXN-5E42975C2DB6,2026-04-17T15:56:34,832.77,CREDIT,online_sales,Website checkout,300467.82,retailer,"sale,peak_day"
TXN-C4D43A2C5155,2026-04-17T16:07:15,756.84,CREDIT,online_sales,Website checkout,295664.62,retailer,"sale,peak_day"
TXN-FFCB061869E0,2026-04-17T16:22:30,233.09,CREDIT,bulk_order,Bulk purchase - B2B,299635.05,retailer,"sale,peak_day"
TXN-9DA6419D43FC,2026-04-17T16:30:38,187.77,CREDIT,bulk_order,Bulk purchase - B2B,298394.56,retailer,"sale,peak_day"
TXN-69DD9486B67F,2026-04-17T17:03:19,123.68,CREDIT,online_sales,Shopify order,302511.92,retailer,"sale,peak_day"
TXN-B8CDD5E62D9B,2026-04-17T17:21:10,554.65,CREDIT,online_sales,Shopify order,291569.67,retailer,"sale,peak_day"
TXN-262D9512C9F8,2026-04-17T17:51:27,193.21,CREDIT,returns_received,Supplier credit note,304009.31,retailer,"sale,peak_day"
TXN-485A089105AF,2026-04-17T18:13:08,178.79,CREDIT,bulk_order,Bulk purchase - B2B,291870.43,retailer,"sale,peak_day"
TXN-FFFB99B14E6A,2026-04-17T18:18:27,265.98,CREDIT,online_sales,Online cart,294134.22,retailer,"sale,peak_day"
TXN-DF3F83E3631E,2026-04-17T18:23:52,386.64,CREDIT,returns_received,Supplier credit note,305312.06,retailer,"sale,peak_day"
TXN-D9893AF20D08,2026-04-17T19:31:24,297.19,CREDIT,online_sales,Shopify order,302388.24,retailer,"sale,peak_day"
TXN-EFB23A34FA49,2026-04-17T20:53:53,447.92,CREDIT,returns_received,Return from vendor,302959.84,retailer,"sale,peak_day"
TXN-212171C038C9,2026-04-18T08:13:31,749.22,CREDIT,bulk_order,Corporate purchase,318927.29,retailer,"sale,peak_day"
TXN-046B3B3F04E4,2026-04-18T08:19:52,183.38,CREDIT,online_sales,Online cart,315692.76,retailer,"sale,peak_day"
TXN-0B33B433B5B0,2026-04-18T08:31:38,200.47,CREDIT,online_sales,Online cart,317052.39,retailer,"sale,peak_day"
TXN-1E911ACD1BE2,2026-04-18T08:45:00,552.49,CREDIT,online_sales,Amazon marketplace,310005.41,retailer,"sale,peak_day"
TXN-288A22FF868F,2026-04-18T09:43:58,501.56,CREDIT,online_sales,Amazon marketplace,316194.32,retailer,"sale,peak_day"
TXN-6AC9FC96E1E4,2026-04-18T10:05:11,406.77,CREDIT,returns_received,Return from vendor,307135.2,retailer,"sale,peak_day"
TXN-019FE33DAEB1,2026-04-18T10:09:43,637.68,CREDIT,product_sales,Walk-in customer,315301.29,retailer,"sale,peak_day"
TXN-60DCDCE18915,2026-04-18T10:45:23,221.79,CREDIT,bulk_order,Corporate purchase,321608.31,retailer,"sale,peak_day"
TXN-0A585395C053,2026-04-18T10:53:01,402.63,CREDIT,product_sales,POS transaction,311385.87,retailer,"sale,peak_day"
TXN-D2C9DDDF08A6,2026-04-18T10:58:43,508.28,CREDIT,returns_received,Supplier credit note,317982.55,retailer,"sale,peak_day"
TXN-8B8C485A1697,2026-04-18T10:58:55,509.5,CREDIT,product_sales,In-store sales,309452.92,retailer,"sale,peak_day"
TXN-17B9900E31CF,2026-04-18T11:27:50,198.09,CREDIT,online_sales,Shopify order,315509.38,retailer,"sale,peak_day"
TXN-C56B724FFCD6,2026-04-18T11:32:45,190.69,CREDIT,returns_received,Supplier credit note,305952.08,retailer,"sale,peak_day"
TXN-D06FE7E61C0D,2026-04-18T12:03:49,555.0,CREDIT,returns_received,Supplier credit note,310983.24,retailer,"sale,peak_day"
TXN-3CF56EF154A3,2026-04-18T12:21:53,290.48,CREDIT,returns_received,Supplier credit note,307880.57,retailer,"sale,peak_day"
TXN-EF499C9251A8,2026-04-18T12:24:49,658.89,CREDIT,bulk_order,Corporate purchase,312044.76,retailer,"sale,peak_day"
TXN-3FF96AA54879,2026-04-18T12:42:31,421.88,CREDIT,online_sales,Shopify order,317474.27,retailer,"sale,peak_day"
TXN-7C4FBADE3C32,2026-04-18T12:45:45,195.4,CREDIT,online_sales,Shopify order,307590.09,retailer,"sale,peak_day"
TXN-827DC517576D,2026-04-18T13:03:16,524.45,CREDIT,product_sales,Counter sale,320047.25,retailer,"sale,peak_day"
TXN-7F66995EF016,2026-04-18T13:16:07,776.35,CREDIT,product_sales,Walk-in customer,306728.43,retailer,"sale,peak_day"
TXN-E9252AF41EA9,2026-04-18T13:24:07,366.16,CREDIT,online_sales,Amazon marketplace,313350.45,retailer,"sale,peak_day"
TXN-0F68F7794D21,2026-04-18T13:30:00,487.69,CREDIT,bulk_order,Bulk purchase - B2B,312532.45,retailer,"sale,peak_day"
TXN-344DAB5AFC85,2026-04-18T13:48:09,182.27,CREDIT,returns_received,Return from vendor,318164.82,retailer,"sale,peak_day"
TXN-58CF4FE48D4C,2026-04-18T13:50:07,584.91,CREDIT,online_sales,Amazon marketplace,322193.22,retailer,"sale,peak_day"
TXN-F720E61B717D,2026-04-18T14:10:11,591.21,CREDIT,product_sales,Counter sale,322784.43,retailer,"sale,peak_day"
TXN-DD8A56322F9B,2026-04-18T14:12:18,757.91,CREDIT,product_sales,In-store sales,320805.16,retailer,"sale,peak_day"
TXN-F91D24625FCF,2026-04-18T14:33:34,259.49,CREDIT,returns_received,Return from vendor,307394.69,retailer,"sale,peak_day"
TXN-1B62EE2FF25F,2026-04-18T14:53:58,533.92,CREDIT,product_sales,Counter sale,314663.61,retailer,"sale,peak_day"
TXN-2CA08AAD59C4,2026-04-18T15:00:23,174.69,CREDIT,returns_received,Supplier credit note,319522.8,retailer,"sale,peak_day"
TXN-14C22672E53C,2026-04-18T15:13:26,10.0,CREDIT,bulk_order,Bulk purchase - B2B,315311.29,retailer,"sale,peak_day"
TXN-B3E43E27478F,2026-04-18T15:31:36,280.79,CREDIT,returns_received,Supplier credit note,308161.36,retailer,"sale,peak_day"
TXN-9DA9D91DA7AA,2026-04-18T15:39:09,363.06,CREDIT,returns_received,Return from vendor,316557.38,retailer,"sale,peak_day"
TXN-CAE24FE0D3B1,2026-04-18T15:59:16,782.06,CREDIT,bulk_order,Wholesale order,308943.42,retailer,"sale,peak_day"
TXN-0FD356EFD1F2,2026-04-18T16:39:42,477.62,CREDIT,bulk_order,Wholesale order,321386.52,retailer,"sale,peak_day"
TXN-0C83F90D976C,2026-04-18T16:49:00,85.72,DEBIT,inventory_purchase,Stock order #TXN-05FD,323186.58,retailer,"expense,inventory_order"
TXN-CE6706305830,2026-04-18T17:10:37,492.61,CREDIT,online_sales,Website checkout,314129.69,retailer,"sale,peak_day"
TXN-4076EBB30A5C,2026-04-18T17:31:25,451.84,CREDIT,bulk_order,Corporate purchase,312984.29,retailer,"sale,peak_day"
TXN-48DFCC4F90C8,2026-04-18T17:41:01,241.96,CREDIT,returns_received,Supplier credit note,305761.39,retailer,"sale,peak_day"
TXN-4E7357D1A7DC,2026-04-18T17:43:00,294.54,CREDIT,returns_received,Return from vendor,316851.92,retailer,"sale,peak_day"
TXN-48CC1333D176,2026-04-18T18:04:36,103.74,CREDIT,returns_received,Return from vendor,320908.9,retailer,"sale,peak_day"
TXN-DBA1AB142F00,2026-04-18T18:22:38,13.25,CREDIT,returns_received,Supplier credit note,318178.07,retailer,"sale,peak_day"
TXN-22AB3798CC2E,2026-04-18T18:44:03,422.83,CREDIT,bulk_order,Bulk purchase - B2B,310428.24,retailer,"sale,peak_day"
TXN-C6C6A0B69B10,2026-04-18T19:07:58,487.87,CREDIT,online_sales,Shopify order,323272.3,retailer,"sale,peak_day"
TXN-A385DE529739,2026-04-18T19:33:23,286.63,CREDIT,product_sales,In-store sales,313637.08,retailer,"sale,peak_day"
TXN-1733A02C5451,2026-04-18T19:36:55,420.82,CREDIT,returns_received,Supplier credit note,319348.11,retailer,"sale,peak_day"
TXN-2301AACE7665,2026-04-18T19:49:37,146.46,CREDIT,product_sales,Counter sale,305140.49,retailer,"sale,peak_day"
TXN-54FC8F1F02E8,2026-04-18T20:25:38,378.94,CREDIT,returns_received,Return from vendor,305519.43,retailer,"sale,peak_day"
TXN-7E134B269993,2026-04-19T08:22:30,477.8,CREDIT,product_sales,Counter sale,334926.75,retailer,"sale,peak_day"
TXN-C1D752F23344,2026-04-19T08:41:45,380.49,CREDIT,online_sales,Online cart,330589.86,retailer,"sale,peak_day"
TXN-6012B327FEE7,2026-04-19T08:44:30,184.55,CREDIT,product_sales,In-store sales,330209.37,retailer,"sale,peak_day"
TXN-0A21CDAA2BBC,2026-04-19T09:00:59,287.35,CREDIT,bulk_order,Wholesale order,325655.79,retailer,"sale,peak_day"
TXN-97F1785F3DE2,2026-04-19T09:54:16,717.13,CREDIT,returns_received,Return from vendor,335643.88,retailer,"sale,peak_day"
TXN-7CC66D1B91AD,2026-04-19T09:58:04,474.36,CREDIT,product_sales,Counter sale,343125.74,retailer,"sale,peak_day"
TXN-B50C64D99625,2026-04-19T11:01:13,314.55,CREDIT,product_sales,In-store sales,332213.68,retailer,"sale,peak_day"
TXN-628F41E7A1AB,2026-04-19T11:13:44,763.26,CREDIT,bulk_order,Corporate purchase,333734.28,retailer,"sale,peak_day"
TXN-699CDC0EC225,2026-04-19T11:45:51,652.2,CREDIT,product_sales,Walk-in customer,324856.1,retailer,"sale,peak_day"
TXN-92C3F039257B,2026-04-19T12:35:55,751.13,CREDIT,bulk_order,Corporate purchase,323937.71,retailer,"sale,peak_day"
TXN-C83CCD88FFAC,2026-04-19T12:57:49,506.12,CREDIT,product_sales,Counter sale,337694.81,retailer,"sale,peak_day"
TXN-AB2114323D1D,2026-04-19T13:04:00,995.88,DEBIT,logistics,Courier charges,340728.78,retailer,expense
TXN-81E8F9DE22F2,2026-04-19T13:06:57,379.08,CREDIT,returns_received,Return from vendor,342651.38,retailer,"sale,peak_day"
TXN-0936243E52BE,2026-04-19T13:12:47,528.49,CREDIT,returns_received,Supplier credit note,331745.68,retailer,"sale,peak_day"
TXN-C23939D18225,2026-04-19T13:41:13,408.92,CREDIT,returns_received,Return from vendor,330024.82,retailer,"sale,peak_day"
TXN-D466E467BC47,2026-04-19T13:52:52,849.7,CREDIT,product_sales,Counter sale,340971.56,retailer,"sale,peak_day"
TXN-BA948EC7453E,2026-04-19T14:00:43,625.79,CREDIT,bulk_order,Corporate purchase,327660.72,retailer,"sale,peak_day"
TXN-6624C202AD42,2026-04-19T14:01:10,469.09,CREDIT,bulk_order,Corporate purchase,342187.39,retailer,"sale,peak_day"
TXN-1B6A7DFD4166,2026-04-19T14:03:26,512.34,CREDIT,online_sales,Online cart,325368.44,retailer,"sale,peak_day"
TXN-05F74C0B2250,2026-04-19T14:07:48,639.75,CREDIT,product_sales,In-store sales,327034.93,retailer,"sale,peak_day"
TXN-70AD8A67E818,2026-04-19T14:25:32,610.58,CREDIT,returns_received,Return from vendor,338305.39,retailer,"sale,peak_day"
TXN-864076060173,2026-04-19T14:57:18,306.56,CREDIT,bulk_order,Wholesale order,329615.9,retailer,"sale,peak_day"
TXN-3F4F4C334087,2026-04-19T15:08:51,694.66,CREDIT,returns_received,Supplier credit note,339048.99,retailer,"sale,peak_day"
TXN-B9044A2883FA,2026-04-19T15:20:00,1401.08,DEBIT,marketing,Print marketing,341724.66,retailer,expense
TXN-BACB47FFB90D,2026-04-19T15:43:22,757.34,CREDIT,returns_received,Return from vendor,332971.02,retailer,"sale,peak_day"
TXN-95104A6E42D5,2026-04-19T15:44:52,48.94,CREDIT,online_sales,Website checkout,338354.33,retailer,"sale,peak_day"
TXN-93E4DBDAF38C,2026-04-19T16:23:52,591.38,CREDIT,returns_received,Return from vendor,339640.37,retailer,"sale,peak_day"
TXN-BDAFF739EAD9,2026-04-19T16:30:21,828.18,CREDIT,returns_received,Supplier credit note,329050.78,retailer,"sale,peak_day"
TXN-7DA5BF51280F,2026-04-19T16:32:36,617.29,CREDIT,returns_received,Return from vendor,336261.17,retailer,"sale,peak_day"
TXN-F975DB9D79E8,2026-04-19T17:00:44,714.67,CREDIT,returns_received,Return from vendor,334448.95,retailer,"sale,peak_day"
TXN-EA73AE12BA66,2026-04-19T17:11:18,266.19,CREDIT,bulk_order,Corporate purchase,324203.9,retailer,"sale,peak_day"
TXN-6CC55EB4F3B4,2026-04-19T17:33:24,227.15,CREDIT,online_sales,Website checkout,331217.19,retailer,"sale,peak_day"
TXN-43B937DA97C1,2026-04-19T17:39:19,84.91,CREDIT,returns_received,Return from vendor,342272.3,retailer,"sale,peak_day"
TXN-FAF527458E6A,2026-04-19T18:10:16,400.18,CREDIT,bulk_order,Corporate purchase,330990.04,retailer,"sale,peak_day"
TXN-C94BF9F20BC6,2026-04-19T18:45:00,467.57,CREDIT,product_sales,POS transaction,341718.3,retailer,"sale,peak_day"
TXN-E420CD6B131C,2026-04-19T19:31:59,279.17,CREDIT,product_sales,Counter sale,341250.73,retailer,"sale,peak_day"
TXN-A381FF42E989,2026-04-19T20:02:05,657.13,CREDIT,returns_received,Supplier credit note,337188.69,retailer,"sale,peak_day"
TXN-FA7A7F10CA7B,2026-04-19T20:15:38,153.45,CREDIT,returns_received,Return from vendor,331899.13,retailer,"sale,peak_day"
TXN-34EDB071A06C,2026-04-19T20:33:48,270.39,CREDIT,product_sales,In-store sales,336531.56,retailer,"sale,peak_day"
TXN-11EC1BC14EEF,2026-04-19T20:37:17,561.88,CREDIT,product_sales,Counter sale,328222.6,retailer,"sale,peak_day"
TXN-8A511AEFD606,2026-04-19T20:43:52,258.56,CREDIT,returns_received,Supplier credit note,329309.34,retailer,"sale,peak_day"
TXN-FF9D1A8C0453,2026-04-19T20:49:23,739.39,CREDIT,online_sales,Website checkout,326395.18,retailer,"sale,peak_day"
TXN-CFDFC9B8F580,2026-04-19T20:55:25,481.49,CREDIT,returns_received,Supplier credit note,340121.86,retailer,"sale,peak_day"
TXN-F8141A0CA77C,2026-04-20T08:08:52,400.93,CREDIT,online_sales,Online cart,341807.42,retailer,sale
TXN-CFB297B78FB7,2026-04-20T09:44:59,42.71,CREDIT,returns_received,Return from vendor,350482.42,retailer,sale
TXN-6658FE631966,2026-04-20T09:54:01,274.28,CREDIT,bulk_order,Bulk purchase - B2B,345030.98,retailer,sale
TXN-491DBF313091,2026-04-20T10:27:47,388.48,CREDIT,product_sales,In-store sales,345879.2,retailer,sale
TXN-517E09B38C2B,2026-04-20T11:36:09,57.48,CREDIT,online_sales,Online cart,347747.52,retailer,sale
TXN-2D3CB423B354,2026-04-20T11:41:38,401.47,CREDIT,online_sales,Online cart,346940.35,retailer,sale
TXN-DE5AA2810407,2026-04-20T12:21:47,677.71,CREDIT,returns_received,Supplier credit note,341406.49,retailer,sale
TXN-AA5A2CAA67FA,2026-04-20T12:22:35,598.0,CREDIT,online_sales,Website checkout,348345.52,retailer,sale
TXN-5A040EC60548,2026-04-20T13:26:31,19.91,CREDIT,bulk_order,Bulk purchase - B2B,346960.26,retailer,sale
TXN-E1440C256E1F,2026-04-20T15:03:00,693.07,DEBIT,inventory_purchase,Stock order #TXN-FA5C,349789.35,retailer,"expense,inventory_order"
TXN-2CE6E352768D,2026-04-20T15:17:40,678.88,CREDIT,product_sales,POS transaction,342486.3,retailer,sale
